SUBDIVISION,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND,state,latitude,longitude,elevation_m,slope_degree,aspect_degree,soil_moisture_pct,ndvi,soil_type,historical_landslides,distance_to_road_km,distance_to_river_km,land_cover,landslide_risk_label
Assam & Meghalaya,1953.521978247139,17.723766522690855,12.369584730054118,226.20691181610968,156.45247255708844,376.7892187604975,399.63677476273176,459.8390079418326,287.2197315355226,451.32050562234537,151.49746233794696,5.9288872674042885,11.875793186882207,2552.0398537024125,29.316187565418243,769.8798428429051,1580.5998497981202,168.0223705734655,Arunachal Pradesh,27.20172,94.51521,2165.3,27.25,146.49,32.7,0.699,Sandy Loam,2,1.21,1.149,Forest,0
Assam & Meghalaya,2009.2972917553468,29.753711799484797,15.7531377982564,109.16547855533835,151.67440736851376,211.12379630296343,419.6930494417207,482.720953966402,511.5047392872352,264.2463444980468,138.41210311950405,1.9580072114936384,1.2614395629587536,2313.320791879657,46.45316470612974,474.03806765239153,1687.1959835346702,139.82975633639683,Assam,25.93509,92.54073,650.9,17.34,205.02,57.64,0.674,Loamy,0,1.024,0.588,Barren,1
Arunachal Pradesh,1976.8501276899303,70.09363431918506,133.97320751265735,206.5259095611985,558.2214614450423,409.4083180496466,536.666897014264,502.5582919486744,607.8998493466984,314.7529358718569,208.52843652181804,140.30074157045394,78.03537040370996,3801.76208810786,204.93920090932585,1184.4328064361946,1961.071829349363,437.2195753132064,Manipur,25.20098,92.59522,1266.7,21.43,129.86,68.05,0.648,Mountain Soil,0,1.255,0.271,Forest,0
Assam & Meghalaya,1918.324927553516,11.86255848589898,12.734970674762131,19.95678322941897,161.4921329400465,263.02556114487174,474.3132427333535,447.9370325596244,251.3193045525735,438.41950287688326,180.35497287202173,42.785743706348846,4.136511176692036,2367.658672398317,25.99043383747233,449.5466419999645,1646.2931125437003,241.3802500768647,Meghalaya,25.35547,89.84767,957.5,16.69,158.51,18.46,0.675,Laterite,2,0.667,0.753,Forest,0
Assam & Meghalaya,1960.7828543379237,11.662552523747223,22.509073696773644,252.14421613731605,120.0312801937894,353.6877293106014,337.3965416594717,346.6518157241083,343.84551875168364,222.66784141521288,123.05340740585925,34.37630700933703,6.703707454678314,2204.576812432877,29.82012186919191,747.4617926965417,1228.980396445641,168.62479362034952,Mizoram,23.30919,91.63251,1202.5,28.84,324.85,6.07,0.527,Sandy Loam,2,0.656,0.524,Forest,0
Arunachal Pradesh,2014.2352247145136,18.3242970809416,102.5489890474545,78.12526826953912,84.16430698082057,301.1307024764112,407.01625038455023,410.0545979971507,596.6341923370659,346.4751256253808,32.26732029107314,19.585177802108756,10.616500212316865,2436.900058010508,120.01573188620593,466.9451932521457,1743.4247372299476,70.54407554769388,Nagaland,26.43282,93.27305,339.7,20.12,116.14,34.3,0.748,Loamy,1,1.448,2.142,Forest,1
Assam & Meghalaya,2017.171278216158,0.404814494483902,39.44438701439566,118.7498829866279,313.8955854955699,260.17715708879507,476.2975336285314,437.7710917415226,478.8261537445626,343.4101339618534,212.04992897399163,10.852591544399168,10.285121067835522,2712.005724997667,39.524068012308256,700.1949597028353,1774.3173731362535,232.34607837056723,Sikkim,28.64561,89.62989,2081.0,22.77,168.68,66.17,0.78,Silty,0,1.63,0.457,Forest,1
Assam & Meghalaya,1979.948130928348,30.46078207496856,31.07385125845268,92.89368172669424,150.23777552328932,257.38564424196875,265.8136511774581,528.6484060881928,345.8063801739773,275.7496983264164,50.4118440218928,8.881390363566059,35.61253481125231,2073.858118563302,60.54083620767795,484.7267788055938,1434.4247334806057,96.67503998700596,Tripura,24.36733,91.38079,493.5,19.21,34.74,43.4,0.623,Sandy Loam,1,1.753,0.847,Built-up,0
Assam & Meghalaya,1914.0877761430916,5.736637038272129,78.61625207424561,68.78349787366793,220.9111282675341,323.1903491329062,404.7972193020605,396.4868176242495,456.4959917742968,289.6911188411641,71.21796455689177,11.809269220386597,7.657283195363992,2335.9558198814443,87.21308533466741,611.7377667352187,1558.478024608666,89.09147344597277,Arunachal Pradesh,27.37043,92.87689,1552.1,11.33,286.99,63.74,0.422,Alluvial,0,0.638,0.226,Forest,0
Arunachal Pradesh,1980.2213841408764,66.6252718143089,128.94924076334385,250.9506310347713,371.472633518208,241.2641855751477,536.0854665110886,516.0231891587406,544.6732813428963,366.1964450638272,191.60674910544247,6.8301399982375,-0.0409297558513572,3185.3499702434883,198.46756164045013,875.0022144945176,1940.620423991152,194.61795848131035,Assam,26.50477,94.2725,474.7,23.68,86.86,37.85,0.427,Laterite,3,0.29,1.404,Barren,0
Assam & Meghalaya,1989.4419791646312,8.82538702823788,28.13064547030285,104.51308288280488,193.93453185979368,209.51721461069607,523.5107508570596,758.4797976672717,432.9698834656042,445.15019212626254,162.44545549816155,39.22444082334721,11.49191342329439,2918.04091617855,38.2947006112572,507.2802582635644,2154.193228411386,209.7544713255885,Manipur,24.00287,92.86655,966.6,14.95,318.07,38.66,0.711,Loamy,2,4.715,0.27,Agriculture,1
Arunachal Pradesh,1971.820561152833,49.46283258254408,75.15167039253389,56.33971586134126,107.80771677434004,214.4152720244581,400.99835567255786,382.88190221330734,245.86749362420983,292.3695761967664,130.7924754739005,7.337017489741843,-0.1507682776334162,1966.3315176964545,126.685724527079,373.2417926257889,1284.8152331085705,149.65483429623276,Meghalaya,24.95485,90.06028,1794.6,38.0,315.22,88.36,0.445,Loamy,0,0.559,1.561,Forest,1
Arunachal Pradesh,1926.1723440030128,48.11140847102463,208.8732132925126,90.98339392963864,384.8671786940368,163.53589253705093,1037.3317786841276,911.6177249561256,726.525624929585,1110.6731099510555,535.6249250748242,16.824429470720972,-0.225766463736761,5236.303177999061,260.1500345229918,634.4155711901042,3837.710066859372,556.7474679159561,Mizoram,23.244,92.96098,1180.1,9.01,170.29,55.9,0.22,Mountain Soil,1,1.782,0.502,Agriculture,1
Arunachal Pradesh,1956.721234789038,,,,252.07585392600788,451.4306189715874,597.0711112825028,1205.486443755905,549.3162631131953,508.1262042965626,141.9897548559562,16.881504874416073,40.45216604205248,,,,2842.240070983657,207.838813388592,Nagaland,25.32962,94.76738,907.2,21.44,226.42,52.76,0.527,Silty,0,1.368,0.479,Forest,0
Assam & Meghalaya,1929.5804441976957,6.586342506679931,28.90198559751437,45.06764035541734,292.3986038739324,375.7809419424616,610.2759925556879,662.2838529802347,281.47025852287584,332.5169297992435,144.68467235780872,21.054058839375585,17.195067315810213,2818.304479207952,36.42885675525162,707.4838213276582,1892.4202527811428,173.20199177589097,Sikkim,28.27308,88.40323,3327.7,23.05,326.29,57.24,0.407,Sandy Loam,1,1.15,0.891,Agriculture,1
Assam & Meghalaya,1931.427007310108,14.787906535811322,36.57348066343204,62.28998984074388,162.94595127435446,489.099255804732,621.9658568785226,459.19323014519824,465.2336589669041,360.691128074769,107.17687614050114,91.41492855930048,21.273055846480904,2902.065589506656,50.19109785271906,710.5792782842615,1926.5542956504864,221.06166560987887,Tripura,24.00981,90.74545,397.5,48.43,344.15,73.48,0.677,Silty,3,2.086,2.697,Forest,1
Assam & Meghalaya,1914.3061405327444,6.625224152431847,77.38620359432828,67.31671582304752,222.3091949600782,313.28030295428306,405.17148193829536,411.3043350603074,476.0714249686499,300.1412220987104,65.17828213714351,10.052385067819728,7.933134576176239,2359.663456726264,84.24576050929433,608.5819006804725,1585.4707088630298,83.8886997357962,Arunachal Pradesh,26.21284,93.39354,2837.1,41.81,287.85,81.36,0.778,Mountain Soil,2,0.66,0.889,Forest,1
Assam & Meghalaya,1903.169692069869,7.704171321817473,12.097938264549995,109.18365533941254,353.7565388520832,260.23777243989736,607.9025572612328,509.86737632557646,525.581402224579,443.8880914500092,99.6425761289518,7.00573642268971,1.3075305683764038,2930.194744511276,21.254643493374367,710.6755076079958,2087.424060558691,101.116478819671,Assam,25.57697,93.77946,87.2,10.84,86.71,78.98,0.541,Loamy,0,1.507,1.082,Forest,0
Assam & Meghalaya,1913.292780177871,6.252204065358705,78.63804862726637,76.59397151464178,217.6661462647096,319.42195637375,412.3875909807209,408.9999510516809,467.70959965041953,287.8700440073748,66.812709825909,11.040182155821478,7.578081681006461,2366.63936132196,86.70490145275737,610.7995705399921,1541.4812343797555,86.60507701401772,Manipur,24.57065,92.83087,1010.9,19.41,64.79,92.16,0.491,Loamy,0,0.481,0.718,Forest,1
Assam & Meghalaya,1984.365470327222,7.699291942294229,30.968470554373784,152.34647140478458,267.6357156610764,338.5530504627094,495.60459482539625,709.9727052943787,355.0250513132192,336.48225085035824,78.19020677217055,15.619562176808495,19.120823757799705,2812.844548700845,40.21760661267911,757.9652232396887,1919.3133128379352,112.43966684555404,Meghalaya,26.63564,91.39129,1122.7,27.97,226.38,75.51,0.708,Silty,0,1.736,1.591,Forest,1
Arunachal Pradesh,1996.917104608475,8.109207701093172,6.846052523206051,43.28298762050648,162.9159910308615,349.33204794364474,438.8329299257302,386.15639431304766,439.011055853824,260.3309102654529,205.92832240945853,26.27364273273627,5.424733465259846,2299.965713621068,15.30514315108791,552.2173198951002,1521.812115180987,239.5931712400318,Mizoram,24.16257,92.15813,1199.8,23.79,295.46,87.61,0.74,Alluvial,3,1.201,0.136,Forest,0
Assam & Meghalaya,1987.842212160744,7.282700575740748,46.2517087946098,78.43153265894306,159.4241964447268,566.6524585129428,399.3005810597928,659.2842978286366,764.1423935179616,323.43780213413595,171.590484960615,75.35606481306645,5.454897067510237,3265.7748107245043,52.37406274609662,801.0786469657706,2149.791081484605,249.4386062866371,Nagaland,27.10735,95.47727,2064.7,16.7,348.07,55.67,0.818,Clay,0,0.682,0.334,Forest,1
Assam & Meghalaya,1912.9694456350755,6.962970554742993,78.60916893603418,65.929526136419,222.6798094333144,318.2375284479452,404.8465209853228,388.8872047888942,488.03333869633815,300.32680151952127,59.19668111734043,10.439176182539498,8.234079420926223,2291.181778520111,85.47418827410522,609.9053128349417,1581.546417229552,95.5279268096582,Sikkim,26.8422,88.48753,2114.4,8.78,173.15,100.0,0.545,Clay,1,0.31,1.131,Forest,1
Arunachal Pradesh,1916.4864375833529,22.351271910548384,163.8643877168728,,273.0910058410263,105.08729606465708,817.3558677822505,894.4802610309579,626.636699197756,414.91947984828766,207.90164199652835,63.348490912016295,-0.0992373242125147,,189.36982386246137,,2752.414151476912,263.53118386969805,Tripura,24.14776,90.8362,106.3,9.81,163.3,21.88,0.667,Silty,0,2.317,1.783,Agriculture,1
Assam & Meghalaya,1930.1494348229048,8.00927522839059,29.19227636925831,49.50630961319332,296.35017076225853,378.65939617669767,607.7942320016347,656.3216087165067,276.59496408363367,331.7278615212891,139.2598722150592,22.50575284705308,17.06942583963898,2801.1887047944824,35.10623346754439,715.7088189562306,1894.568939515714,179.44775046611443,Arunachal Pradesh,28.32113,94.13805,3001.7,9.57,339.56,21.89,0.556,Mountain Soil,2,1.092,0.648,Agriculture,0
Arunachal Pradesh,1971.9085642234804,39.96720159460742,116.04343891032212,108.30404259768991,231.9277894643939,298.17380881404046,322.9234499689309,439.8206698367297,261.25460569266494,333.1067563880323,84.53007273207534,26.404732180567283,21.21466895350978,2255.33609501952,153.82446806580893,645.0484945594535,1358.449081654284,132.4042543141385,Assam,25.19829,94.30454,537.1,8.75,189.66,60.57,0.463,Sandy Loam,1,1.137,0.683,Grassland,1
Arunachal Pradesh,2003.294982969128,48.087604243414845,168.2431638071204,229.0679341970824,193.3004003118637,177.2956504314162,275.3021714094152,429.4366570672648,407.45062915555616,241.0332622586004,137.70516408211242,30.63707355210435,3.703050166100809,2358.2079522794097,216.725647594862,598.2233868786542,1339.8032065425225,171.29347046382102,Manipur,25.73372,94.81747,1703.7,15.18,304.35,67.37,0.382,Laterite,2,1.224,0.412,Forest,0
Assam & Meghalaya,1928.5769490094424,20.517336492801537,40.95286906641511,96.80793647690685,198.67220926814653,210.063914578922,686.4030750555163,295.58511625846506,432.0623506237793,304.0131679694369,149.84635284701116,113.78719155263548,7.035958965921704,2518.0162637431126,58.25008703202495,522.5981629459221,1693.1384365846875,268.1642052113325,Meghalaya,24.3196,91.27522,1113.2,44.82,41.34,45.64,0.647,Laterite,0,3.167,1.046,Built-up,1
Assam & Meghalaya,1950.0653945210167,9.01319511633318,43.56762604203316,59.204812114663,259.8699492486795,674.0734685401192,608.9556596663273,525.5935603333832,445.19122575505776,308.1217155843838,176.47966754181428,51.32925809469566,8.623781260034287,3189.547509750043,53.69539772635114,997.6674679380988,1890.899214692608,232.5374470918768,Mizoram,23.75072,92.60246,971.9,6.5,214.52,66.0,0.488,Silty,0,0.126,0.256,Forest,1
Assam & Meghalaya,1925.7511850876415,33.32940714625762,60.53771196099,64.50815452266556,268.7731766025469,240.70466456377807,574.919267262931,446.6350890419586,367.6414196593117,560.4402048088187,160.59994344625275,29.19697686818268,0.3415411542475787,2803.564754914546,89.61188095499398,576.2788619073586,1935.1689931826324,184.30525841382772,Nagaland,25.91224,93.35003,823.0,29.43,193.93,53.09,0.501,Clay,1,1.412,2.165,Built-up,1
Assam & Meghalaya,1929.9361052027857,8.403729538273147,29.75002846303631,45.46172180147781,295.225524178156,372.68033069432096,604.3904044579812,648.2436564779705,269.072032342418,334.6280207352874,137.72844246737213,21.96993277759704,16.303345117583113,2815.483022458385,36.896386772110944,718.8179439390474,1865.0051210901,172.96920930536209,Sikkim,26.86826,87.99729,2073.3,37.24,96.47,27.46,0.95,Sandy Loam,2,3.333,1.081,Forest,1
Arunachal Pradesh,1972.7818275368527,56.67119164157798,68.00700805137728,44.76500888212772,122.35374102427612,234.18888429664173,444.9730796493521,398.6699872274375,292.4206445439519,242.2061532540001,234.7282159667874,68.80068286681967,7.615132430625493,2174.717599908796,125.10550930466653,384.938362666232,1356.9223656998486,302.82293178108785,Tripura,24.54471,89.85193,513.3,4.28,341.1,44.97,0.669,Mountain Soil,1,4.236,1.421,Agriculture,0
Assam & Meghalaya,1975.817949020872,10.234598348329794,83.60785500760574,29.344901173341377,249.1376328927967,321.8666860066557,634.6701362009136,370.8185118714777,388.8027879968285,350.46019029754603,128.54817019533849,66.94027561612067,35.97381570876198,2665.7119332618686,91.17451636951157,613.9736606964922,1731.5962495611338,233.21669985981305,Arunachal Pradesh,26.90006,94.15846,3549.8,59.27,147.56,62.0,0.499,Alluvial,0,0.634,0.597,Forest,1
Assam & Meghalaya,1959.8635667121432,12.10217272411379,19.091631047296715,252.1303337999009,126.5895257172566,354.6612446260345,338.0694114781085,347.0677050248143,353.1896763747686,222.79580073268195,126.79007302309078,37.04315968340471,7.380494576716501,2228.341618537338,32.892776732710125,731.3000370827139,1243.776119534199,171.3218485078479,Assam,26.50415,93.73694,460.0,29.31,232.59,43.47,0.873,Alluvial,0,2.176,2.259,Grassland,1
Assam & Meghalaya,1998.6427942189407,0.5421196159980777,-1.0606212237573436,38.68489310639384,148.3132380766099,471.13308430731337,422.4691177325561,596.9970370914173,488.4770722423068,197.90923542033488,208.18504549958465,14.661966016010538,2.5031914749984807,2601.026859221632,1.812955958965183,658.5498111553538,1731.246051714527,226.65320913841305,Manipur,24.98248,94.16989,2386.0,51.97,289.9,54.68,0.591,Alluvial,3,3.836,1.756,Grassland,0
Assam & Meghalaya,1961.3313128662005,12.917156645966838,20.94216029741665,249.69955444090093,122.15148338910689,359.13105367805247,342.89776129516065,351.4259699458458,353.5892229607916,219.0626379632052,128.96151216346723,34.490020869026075,7.646432516704997,2210.7684705868546,32.06644833645342,725.3267788763887,1303.815108438952,169.2995005290036,Meghalaya,26.02516,89.90856,590.7,21.83,338.54,72.67,0.561,Mountain Soil,1,0.419,2.498,Agriculture,1
Arunachal Pradesh,1987.676856867895,19.118193126060294,92.16138393290016,123.96623861219987,339.2022184152581,106.21263837394616,411.1328705386027,442.9194506985081,355.80416769870186,382.4940412874551,177.1422634148185,34.00740971399393,13.235554771792952,2471.413074755585,107.79221404580755,559.101868364094,1632.4554587425685,227.6850191882944,Mizoram,22.87343,91.82718,859.8,9.71,259.87,63.26,0.529,Laterite,2,0.248,0.898,Forest,1
Assam & Meghalaya,1983.0427371293365,23.51094737990079,5.704389813083721,29.157956048267533,205.4422181363369,414.8084133251901,495.2551172702139,1008.0441065240956,366.1905542339833,450.3270113506087,159.38662601652658,5.765923094054639,22.546389252046374,3162.7401089778887,28.18715965633904,649.0129091914093,2281.965652533778,187.3295400983841,Nagaland,25.12153,94.14236,2262.1,25.05,75.34,70.75,0.588,Sandy Loam,1,0.995,0.923,Agriculture,0
Assam & Meghalaya,2003.7620776300344,13.486731219223284,19.745585767783023,72.26370286022613,338.2675428073412,337.3142807573112,385.6831590256847,844.8506370451221,288.2360481909359,317.5807508584043,339.9556500332509,7.889001986774073,6.196718207051402,2989.1307046811435,33.250610179324624,749.6344550226979,1832.715693224914,355.6168137711266,Sikkim,26.61579,89.55805,1611.8,16.12,115.16,40.52,0.597,Loamy,0,2.893,1.059,Agriculture,0
Assam & Meghalaya,1985.7540265108305,8.92877874442593,31.68515756183366,152.97438458446717,264.88495121558185,346.3654854565652,495.8970520327918,739.6268858333793,348.31614903767246,332.9587469034029,76.3619929233106,16.147236915758725,20.769410680096264,2758.009914508689,38.84469918321928,755.0830963888261,1910.521705995346,111.70135486885302,Tripura,24.8572,90.10443,535.3,4.52,102.13,47.13,0.43,Silty,0,3.564,1.567,Forest,1
Assam & Meghalaya,1924.4217281606511,10.09753246343677,23.910012876229924,22.165334258537342,221.2928550386555,301.599371098883,468.0166553602887,609.2374978938786,435.34378539090505,345.06948300838485,124.90144054268244,127.52818188793508,0.7357398868466616,2676.425523627031,31.667023690884392,537.3710677735003,1842.7699590161253,251.23973563762192,Arunachal Pradesh,27.25012,93.37784,2508.3,40.42,340.28,49.36,0.419,Sandy Loam,2,2.801,0.498,Forest,1
Assam & Meghalaya,1945.6351242257524,0.9101519795438916,19.73784436698783,99.24176353751984,176.7822186163129,328.9614190589252,586.7527886943222,557.0992465308765,279.1676803323372,267.8463766398104,340.5365807261571,8.472504735586877,0.5476274617754266,2674.612080679506,21.58578996257817,606.6988106733273,1699.8639205763209,361.9854553866617,Assam,26.29806,92.65147,154.8,37.13,277.07,56.19,0.42,Silty,1,1.477,0.919,Grassland,1
Arunachal Pradesh,1952.8701901643371,56.68272753290508,111.45782366989104,236.15459606173744,210.52691297210703,318.3325352660828,418.0320857573169,512.698844742777,241.28419115777265,455.8243862014431,,10.333917901325336,22.62559905349437,,164.7454955990375,770.6240735010518,1595.5187132278124,,Manipur,25.43872,92.51761,2477.2,25.95,11.98,41.5,0.745,Laterite,0,0.52,0.776,Agriculture,0
Arunachal Pradesh,1937.666335037613,13.926399984314047,140.08710980709023,109.67478140087395,385.8550769862642,309.0487671233092,1132.4561512655746,840.9675316563115,316.6509341108465,469.0827180113778,160.66465123035826,6.169234310833764,6.8869931001434965,3847.642517530556,151.7286698771456,814.0255419612478,2743.702725706948,167.6208288100904,Meghalaya,24.95242,91.70259,1550.5,17.4,283.46,79.62,0.637,Alluvial,1,0.626,2.389,Forest,0
Arunachal Pradesh,1986.7689686917613,2.7557556887662336,74.60571472813824,147.90306970522673,343.81043139828853,228.85573874403187,499.07117272642495,751.4876007208277,550.3316148102136,653.4842816616834,102.83732302882008,23.72442830707436,39.907391005217214,3461.359740912356,78.20399080985429,733.0076954909933,2462.417560900044,166.5877991433568,Mizoram,24.37685,91.57114,451.3,10.76,69.09,62.27,0.646,Alluvial,0,1.232,1.094,Forest,0
Assam & Meghalaya,1916.7416010291977,12.749201387718712,93.8390444173779,38.09999515481982,171.49397280319724,201.7571843375037,581.0713180235518,458.17300962578656,342.0472945257412,314.2223541324309,239.36144613358917,46.33757573386564,1.8890943961404405,2576.195592845335,107.20516751849796,414.0549356218285,1692.0911152761228,289.11192443927314,Nagaland,27.20589,94.53728,848.1,45.08,209.18,79.46,0.289,Laterite,2,0.698,0.925,Forest,1
Arunachal Pradesh,2016.225207499529,29.239347423970838,73.93089808710667,128.34225667315727,335.6064093473414,279.610987465619,377.79159006109,633.6434434985905,135.77966296259308,530.6441763775216,171.39265182556616,8.318435672059396,3.4680166235340244,2712.4160972691325,103.3700262975311,741.0674348893665,1671.0223189193557,181.7409827543672,Sikkim,26.72192,88.67089,2719.2,37.29,277.34,63.01,0.319,Loamy,1,0.341,1.198,Grassland,0
Assam & Meghalaya,1998.4613261238487,2.8416614194878704,0.5507950829551175,40.66655981179529,154.80107975952583,460.9296671915909,431.33637281269176,591.7103688199774,476.0361991260372,198.14758203519045,210.121971856281,14.59305524996106,1.9512062227179416,2577.722212430483,2.5890808971190733,656.0406937673636,1738.7520800637485,216.31818992184245,Tripura,24.52598,91.05263,770.7,7.84,3.54,84.05,0.625,Sandy Loam,1,2.906,1.258,Agriculture,1
Assam & Meghalaya,2015.4573978639733,14.282143058905149,15.629904463571592,39.39724636267976,251.95270353776803,335.3700186968907,560.7918978512057,311.98159931403825,587.8148942346976,281.8502442231189,69.59909377539272,13.91863584809785,14.929478723591185,2458.149176847141,26.86097927720962,628.675450874338,1732.9564777685407,87.7534883113032,Arunachal Pradesh,27.57837,92.29084,3641.9,30.03,42.86,71.18,0.704,Clay,0,1.976,1.396,Agriculture,1
Assam & Meghalaya,1940.9823461493293,1.6341773913647542,57.913978152925445,183.31891273741348,71.2640009207415,396.9414555045088,510.5974404367883,452.3802985685809,332.5490342905331,359.3285009364945,94.18614494123332,19.939412444004248,9.685187456098236,2412.5882835547127,63.17985734871372,652.1283521707842,1626.7165468724572,133.21028042382,Assam,26.49738,91.425,476.8,11.2,149.16,25.36,0.791,Alluvial,0,1.553,0.928,Agriculture,0
Assam & Meghalaya,1945.1507682598035,35.86205403294909,41.25234358386176,66.5812250210039,142.54988560265812,401.38470270633417,499.1479152061244,502.34724889236014,491.02603030161873,282.33353679480587,198.2905551499851,3.079892994020472,2.711680770141624,2653.72851212601,75.27571894638704,610.9180411370368,1830.2475996219907,196.5443685854225,Manipur,25.26059,94.38407,976.2,21.01,185.42,54.32,0.753,Loamy,0,0.181,1.034,Agriculture,1
Arunachal Pradesh,2015.341207816855,30.89592660301472,46.30470157895916,99.12989865051104,285.009543960838,240.77602402955316,643.9906177434304,322.42018764117984,587.0636969179646,367.975008929577,64.02494196294687,33.43123929667646,29.93509890678056,2720.330508335247,77.69732211439465,625.9037229028152,1941.7407092320009,131.03245577680474,Meghalaya,24.22525,92.14796,1471.9,19.46,177.6,49.82,0.686,Silty,2,1.438,3.344,Barren,0
Assam & Meghalaya,2002.0515613068253,22.528262171820543,5.479491307573064,84.47435075922957,275.9467673160943,287.7188155544611,496.15064505950016,560.3531579830699,304.5134015197675,203.069488381906,53.89742343056586,70.98859611022444,7.243367538369312,2387.19883405019,21.99647533212254,643.1569247234202,1584.671659419786,126.4262712934333,Mizoram,24.18186,93.92716,1143.0,10.76,356.05,68.58,0.812,Alluvial,1,1.741,1.031,Forest,0
Assam & Meghalaya,1925.0000818622825,27.86772120083814,21.11347421504658,52.93956399342533,277.8612424704642,600.4195255103324,321.85541713742043,395.56943667547085,393.997420597598,325.74291877222134,89.51964543989608,14.311485611282196,-0.6368826477226306,2636.663904433388,50.10204334796787,935.5290956838292,1449.629695846235,111.61798468483394,Nagaland,25.95571,93.95298,1265.6,26.27,62.42,57.45,0.199,Sandy Loam,2,1.511,0.244,Forest,0
Assam & Meghalaya,1987.30008029568,4.647767211657654,43.73553559153038,82.57166756086708,159.12498203718567,570.5106483083163,410.600399418311,646.9955045981679,770.738196639042,332.0612775084483,167.40244131193697,73.81376802309079,5.437859249947478,3279.7387163811804,52.21997561401332,815.5208895802841,2188.403046795225,253.0510064317885,Sikkim,26.56142,88.92831,2919.9,27.98,3.85,53.34,0.519,Alluvial,3,3.21,0.52,Grassland,1
Arunachal Pradesh,1988.307003123452,50.95648225317473,119.47650347445496,250.3936018728917,276.4802433677568,535.4322419547555,289.7187770413225,878.6095488531571,808.9596720580286,495.0391572694946,411.7520412063087,35.53049470259126,13.057939582272342,4138.5635958172825,165.48782455367802,1066.4770354049044,2447.7978305235342,465.008683017076,Tripura,22.85896,92.03335,258.2,9.55,202.83,67.85,0.808,Loamy,0,2.915,0.886,Forest,1
Assam & Meghalaya,2008.9056308653903,8.731158664252977,13.055939734031051,48.133245131522926,131.77828066896072,238.53597616701165,317.3624616142343,418.5962010654371,539.5900498869954,185.4349522386117,132.7950832277438,9.594715901436867,4.04977704520615,2019.1157365751196,18.38430908822992,430.0791585048332,1477.618929527096,147.60287609558804,Arunachal Pradesh,28.1314,94.5161,3064.1,25.86,271.45,66.29,0.635,Clay,1,1.839,0.656,Forest,0
Arunachal Pradesh,2013.0303976614125,39.83742141204292,50.4312757734582,176.3780227407193,239.55774722582044,216.9728868343208,281.95333532406374,535.2038103410026,272.3927981983917,288.9444897902331,50.700663023200775,16.898312932672415,14.19564878616502,2181.956193901395,92.63874818015984,638.6302674093979,1407.7735570609557,87.05726728573131,Assam,25.58677,92.49314,738.6,4.83,232.81,51.42,0.693,Silty,0,1.296,0.507,Forest,1
Arunachal Pradesh,1919.5261725972669,9.989743005847927,12.411029661527689,190.42148826760288,145.8275456490424,864.4749433514908,1606.5382999348706,1301.1489739936178,688.7670435424991,519.9941148694686,128.35143255876773,5.673415070132423,13.194045589164226,5508.557630401855,21.88716284115049,1194.785807558507,4099.978508880332,140.01210052328966,Manipur,23.50831,94.77315,1766.2,14.34,150.46,67.63,0.831,Sandy Loam,2,1.052,1.027,Forest,0
Assam & Meghalaya,1949.374275654104,22.66195153690043,20.9307760291841,75.06021305286934,370.5666000316052,331.1047624116801,684.8395677227664,442.3010989331122,464.2349849592912,394.10152382661306,153.49586125885844,13.612424941053568,11.3235524253613,2983.686623468036,46.046882304583896,784.9935805105324,1996.490687784898,169.7798108939029,Meghalaya,24.26324,92.57455,1689.5,18.74,274.19,64.64,0.499,Mountain Soil,0,0.806,2.007,Agriculture,0
Assam & Meghalaya,1987.2598256110236,7.792380067891698,46.13281181398319,84.51968265099765,165.7571339576802,563.7210439592999,404.8242497114823,644.0329647725611,760.189169842518,328.79067199626843,167.88688564247795,74.25149859842867,6.720766777745498,3277.704789510239,54.62574391206742,804.9741191544153,2142.99696969666,249.4901091609929,Mizoram,24.32214,91.6683,1633.3,13.95,203.72,21.82,0.521,Sandy Loam,0,0.595,1.77,Barren,1
Assam & Meghalaya,1963.9209479038996,4.075924498980224,73.4270567575946,55.605951614172334,157.79449237596748,326.2493673766989,490.9342872018686,402.2859277532708,430.4141847277282,302.52343761123154,81.29858592260508,61.186416613494906,11.92120430116696,2439.4619142910683,79.25391861729813,546.6868359610568,1591.7684287411032,149.6599770975101,Nagaland,24.7526,95.44797,2139.0,31.09,161.08,80.7,0.351,Alluvial,2,1.039,4.145,Grassland,1
Assam & Meghalaya,1949.1554225506093,11.159937964086383,42.52019428133994,60.23138739268931,262.63702895807194,671.9612097478889,590.55773751166,529.6050218688741,452.4493565466012,312.9207211465461,177.8318642974411,51.17869765986293,8.32079336432104,3206.29467813857,54.61669287149393,999.6694911706384,1877.76010010374,234.89896979836257,Sikkim,27.65496,88.86266,1880.0,29.4,192.4,100.0,0.619,Loamy,2,0.843,0.622,Built-up,1
Arunachal Pradesh,2008.254869811472,76.65007178915758,39.81306670602322,124.12652271138272,188.0825169519312,188.10782846198936,424.5024407352949,456.1838183531293,443.2834061850679,190.92496246984177,115.8426913168257,2.09762953628792,1.8875750558247135,2253.612684100392,118.336494660187,497.4581541604931,1536.644987165192,113.47912133331592,Tripura,23.14924,90.73354,742.1,31.86,287.36,27.19,0.497,Mountain Soil,0,1.595,0.679,Forest,0
